customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1698,0,No,No,30,Yes,No,DSL,No,No,Yes,One year,No,Electronic check,97.11,2896.97,No
C1699,0,No,No,6,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,106.36,604.79,Yes
C1700,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.15,819.57,No
C1701,0,No,No,14,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,56.74,778.36,No
C1702,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,100.67,1782.35,Yes
C1703,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,56.96,1977.34,No
C1704,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.36,1230.55,No
C1705,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Mailed check,55.29,2149.37,No
C1706,0,No,No,32,Yes,No,DSL,Yes,No,No,One year,Yes,Electronic check,50.75,1635.56,No
C1707,0,No,No,13,Yes,No,Fiber optic,No,No,No,One year,No,Mailed check,41.33,516.3,No
C1708,0,No,No,0,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,92.75,92.75,Yes
C1709,0,Yes,No,4,Yes,No,DSL,Yes,No,No,Month-to-month,No,Credit card,45.66,259.18,No
C1710,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,64.26,2751.36,No
C1711,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,One year,No,Electronic check,28.91,110.61,No
C1712,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,65.77,3024.09,No
C1713,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.1,1998.69,No
C1714,0,Yes,No,30,No,No phone service,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,35.49,1075.59,No
C1715,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,62.27,62.27,No
C1716,0,No,No,14,Yes,No,Fiber optic,No,No,No,One year,Yes,Mailed check,91.42,1253.92,No
C1717,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,76.01,801.23,No
C1718,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Electronic check,77.73,1779.75,No
C1719,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.75,2936.54,No
C1720,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,56.61,902.05,No
C1721,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,84.78,1758.31,No
C1722,0,Yes,Yes,0,Yes,No,DSL,No,No,No,Month-to-month,No,Mailed check,50.92,50.92,Yes
C1723,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,85.86,3825.28,No
C1724,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Credit card,95.9,274.56,No
C1725,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,43.97,233.28,Yes
C1726,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,47.64,811.86,No
C1727,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,51.36,950.28,No
C1728,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,28.33,723.67,No
C1729,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,53.26,616.9,Yes
C1730,1,Yes,No,6,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card,97.54,616.69,No
C1731,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer,38.86,120.03,No
C1732,0,No,No,0,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer,98.13,98.13,No
C1733,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,54.16,1292.53,No
C1734,0,Yes,No,4,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,117.85,460.36,No
C1735,1,Yes,No,30,Yes,No,DSL,Yes,No,Yes,One year,No,Bank transfer,47.95,1424.14,No
C1736,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,61.4,960.18,No
C1737,0,No,Yes,0,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,42.25,42.25,No
C1738,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.81,65.99,No
C1739,0,No,No,26,No,No phone service,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.45,2560.95,Yes
C1740,0,No,No,11,Yes,No,DSL,No,No,Yes,Month-to-month,No,Credit card,76.86,839.16,No
C1741,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,90.72,90.72,No
C1742,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,32.11,1264.0,No
C1743,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,81.37,1676.71,No
C1744,0,No,No,19,Yes,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,40.71,811.76,No
C1745,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.57,31.57,Yes
C1746,0,No,No,27,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,70.97,1803.88,No
C1747,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,70.71,1346.41,No
C1748,0,No,No,22,Yes,No,DSL,No,No,Yes,One year,Yes,Electronic check,66.33,1445.29,No
C1749,0,No,No,27,Yes,No,Fiber optic,No,No,No,Two year,No,Credit card,82.94,2210.09,No
C1750,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,86.84,1782.38,No
C1751,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,101.74,1185.94,No
C1752,0,Yes,Yes,0,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,35.24,78.81,No
C1753,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,102.55,565.48,Yes
C1754,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,112.06,6804.26,No
C1755,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,55.84,424.18,No
C1756,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,23.29,25.22,No
C1757,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Credit card,30.41,908.45,No
C1758,0,No,Yes,29,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer,53.45,1518.36,No
C1759,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,115.35,1995.46,No
C1760,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,One year,Yes,Bank transfer,65.43,2722.88,No
C1761,0,No,No,10,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,49.57,543.51,No
C1762,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card,47.86,1108.62,No
C1763,0,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,31.93,31.93,No
C1764,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,86.86,3766.05,No
C1765,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,62.7,726.75,No
C1766,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,117.5,2715.68,No
C1767,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.71,870.27,No
C1768,0,Yes,No,0,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card,85.75,85.75,No
C1769,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,58.95,1406.73,No
C1770,0,No,Yes,0,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,37.72,38.54,No
C1771,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,43.16,43.16,No
C1772,0,Yes,No,33,Yes,No,DSL,No,No,Yes,One year,Yes,Mailed check,30.77,947.95,No
C1773,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,87.76,3213.03,No
C1774,1,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,55.38,229.24,No
C1775,0,No,Yes,51,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,88.81,4570.92,No
C1776,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,68.4,2817.57,No
C1777,0,No,Yes,14,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Credit card,57.68,793.2,No
C1778,0,Yes,No,47,Yes,No,DSL,Yes,No,No,One year,No,Credit card,35.76,1722.24,No
C1779,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,No,Bank transfer,72.54,3517.43,No
C1780,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,59.53,681.91,No
C1781,0,No,No,44,Yes,No,DSL,Yes,Yes,No,Two year,Yes,Mailed check,87.55,3850.99,No
C1782,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.11,47.11,No
C1783,0,No,No,35,No,No phone service,DSL,No,Yes,No,One year,Yes,Mailed check,80.4,2760.73,No
C1784,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,106.02,1215.66,No
C1785,0,Yes,No,0,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Bank transfer,71.81,71.81,No
C1786,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,84.63,3551.74,No
C1787,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,79.3,79.3,No
C1788,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,112.45,2057.34,No
C1789,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,74.29,3407.32,Yes
C1790,1,No,No,21,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,82.5,1686.84,No
C1791,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.09,64.09,Yes
C1792,1,No,No,2,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,45.64,132.31,No
C1793,0,No,No,0,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,34.8,34.8,No
C1794,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.67,1557.18,Yes
C1795,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,39.79,196.18,No
C1796,0,No,No,0,No,No phone service,DSL,Yes,No,No,Month-to-month,No,Mailed check,83.65,83.65,Yes
C1797,0,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,75.4,663.93,No
C1798,1,No,No,29,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,87.94,2471.68,No
C1799,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,One year,Yes,Electronic check,52.13,1830.03,No
C1800,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,45.23,972.05,No
C1801,1,No,Yes,3,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Credit card,74.46,277.0,Yes
C1802,1,No,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Electronic check,57.69,3745.25,No
C1803,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,One year,Yes,Bank transfer,34.22,792.69,No
C1804,0,No,No,16,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer,113.46,1873.39,Yes
C1805,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.21,45.21,No
C1806,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,40.16,1247.74,No
C1807,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,58.95,58.95,No
C1808,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,96.32,258.12,No
C1809,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,18.0,579.64,No
C1810,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.25,94.25,No
C1811,1,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,42.21,930.04,No
C1812,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,71.61,2438.23,No
C1813,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,48.1,1513.42,No
C1814,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,114.8,2983.23,No
C1815,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,68.12,2787.04,No
C1816,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Mailed check,47.3,2527.28,No
C1817,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,57.47,756.53,Yes
C1818,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,67.24,1690.63,No
C1819,0,No,No,17,Yes,No,DSL,No,No,No,Month-to-month,No,Credit card,69.44,1124.67,No
C1820,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.97,2258.51,No
C1821,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,64.96,952.52,No
C1822,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,30.57,30.57,No
C1823,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,56.49,592.75,No
C1824,1,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card,80.17,4296.19,No
C1825,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,48.25,1010.29,No
C1826,0,Yes,No,17,Yes,No,DSL,No,No,No,One year,Yes,Electronic check,81.82,1397.07,No
C1827,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,65.79,65.79,No
C1828,1,Yes,No,33,Yes,No,DSL,No,No,No,Two year,No,Bank transfer,59.56,1859.02,No
C1829,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,94.85,1228.05,No
C1830,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,21.55,479.72,No
C1831,1,No,No,26,Yes,No,DSL,No,Yes,Yes,One year,Yes,Credit card,48.12,1265.05,No
C1832,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,95.81,95.81,No
C1833,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,110.75,3943.8,No
C1834,0,No,Yes,28,Yes,No,DSL,Yes,No,No,One year,No,Electronic check,122.15,3408.18,No
C1835,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,66.26,2037.71,No
C1836,0,Yes,No,25,Yes,No,DSL,No,Yes,No,One year,No,Credit card,76.45,1950.2,No
C1837,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,85.44,4137.27,No
C1838,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card,96.88,1231.77,No
C1839,0,No,No,0,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,72.83,72.83,No
C1840,0,Yes,No,12,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,88.15,1071.61,No
C1841,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,76.49,2545.4,Yes
C1842,0,No,No,21,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,78.06,1721.89,Yes
C1843,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.04,503.07,No
C1844,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,56.77,58.44,No
C1845,0,Yes,No,32,Yes,No,DSL,Yes,No,No,Two year,Yes,Electronic check,51.93,1603.76,No
C1846,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,35.28,38.68,No
C1847,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Electronic check,23.71,509.67,No
C1848,0,No,No,6,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,54.41,334.03,No
C1849,1,Yes,No,28,Yes,No,DSL,No,Yes,Yes,Two year,No,Electronic check,58.4,1667.58,No
C1850,1,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,67.63,67.63,Yes
C1851,0,Yes,No,0,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card,78.89,78.89,No
C1852,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer,69.7,309.01,No
C1853,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,Yes,No,Two year,No,Bank transfer,58.58,2370.56,No
C1854,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,42.12,1414.41,No
C1855,0,No,No,29,No,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.93,2559.63,Yes
C1856,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Credit card,62.45,749.87,No
C1857,0,No,No,43,Yes,No,Fiber optic,No,No,No,Two year,No,Bank transfer,54.16,2358.43,No
C1858,0,No,Yes,0,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Credit card,60.34,60.34,No
C1859,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,46.68,46.68,No
C1860,1,No,No,9,Yes,No,DSL,No,No,No,One year,No,Bank transfer,51.73,521.03,No
C1861,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,50.94,1059.54,No
C1862,1,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Electronic check,57.82,1228.43,No
C1863,0,No,No,27,No,No phone service,Fiber optic,No,No,Yes,One year,No,Credit card,81.39,2260.02,No
C1864,0,No,Yes,15,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,75.18,1121.04,No
C1865,0,No,Yes,37,Yes,No,DSL,No,No,No,Two year,Yes,Mailed check,103.67,3779.52,No
C1866,0,No,Yes,42,Yes,No,DSL,Yes,No,Yes,Two year,Yes,Electronic check,95.29,4035.98,No
C1867,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,113.91,1210.84,No
C1868,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Credit card,78.98,78.98,No
C1869,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,78.58,78.58,No
C1870,1,No,No,31,Yes,No,DSL,Yes,No,No,One year,No,Credit card,52.81,1519.9,No
C1871,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,,Yes
C1872,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card,48.6,894.17,No
C1873,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,28.24,199.92,No
C1874,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Credit card,103.16,1012.85,No
C1875,0,No,No,61,No,No phone service,Fiber optic,No,Yes,No,Two year,No,Bank transfer,33.77,2005.94,No
C1876,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,75.97,188.08,No
C1877,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.99,668.72,No
C1878,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card,93.17,3408.94,No
C1879,0,No,No,12,Yes,No,Fiber optic,No,No,No,One year,Yes,Credit card,96.57,1201.1,No
C1880,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,78.23,672.06,No
C1881,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,96.16,2917.3,No
C1882,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,65.18,2764.27,No
C1883,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,120.85,1475.3,No
C1884,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,83.65,83.65,No
C1885,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,42.49,555.0,No
C1886,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,66.74,128.74,No
C1887,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,61.19,693.28,No
C1888,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,58.74,1168.7,Yes
C1889,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,One year,No,Electronic check,23.57,725.33,No
C1890,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,74.67,885.02,Yes
C1891,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,30.36,,No
C1892,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,339.88,Yes
C1893,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer,56.4,1376.69,No
C1894,0,Yes,No,23,Yes,Yes,DSL,No,No,No,One year,No,Bank transfer,46.1,1117.4,No
C1895,0,Yes,Yes,43,Yes,No,DSL,No,No,Yes,Two year,No,Credit card,43.46,1922.21,No
C1896,0,No,No,19,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,18.0,319.7,No
C1897,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,43.73,88.94,No
C1898,1,No,Yes,0,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer,60.66,60.66,Yes
C1899,1,Yes,No,13,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,49.15,666.24,Yes
C1900,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,74.68,363.68,No
C1901,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,99.82,99.82,No
C1902,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.91,1093.05,No
C1903,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,90.66,2187.39,No
C1904,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Electronic check,92.73,2036.27,No
C1905,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,One year,No,Electronic check,39.53,1455.56,No
C1906,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.98,75.98,No
C1907,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.88,317.22,No
C1908,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,54.1,1604.14,Yes
C1909,0,No,No,4,Yes,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,45.23,157.96,No
C1910,0,No,No,25,Yes,No,Fiber optic,No,No,No,One year,No,Bank transfer,78.26,1900.63,No
C1911,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Credit card,27.96,1405.67,No
C1912,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,Two year,Yes,Credit card,37.8,892.09,No
C1913,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,No,Electronic check,48.33,,No
C1914,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,76.26,3173.64,No
C1915,1,Yes,Yes,64,Yes,No,DSL,No,Yes,No,Two year,No,Mailed check,70.47,4459.77,No
C1916,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,90.81,90.81,No
C1917,1,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.95,84.33,No
C1918,1,No,No,0,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,40.61,40.61,No
C1919,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,One year,No,Bank transfer,78.1,837.75,No
C1920,1,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.03,897.72,No
C1921,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,49.91,2053.81,No
C1922,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Credit card,18.58,348.33,No
C1923,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,72.27,72.27,No
C1924,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,103.53,103.53,Yes
C1925,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,39.27,63.12,No
C1926,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,90.54,110.29,No
C1927,1,No,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,63.52,2474.74,No
